               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  81,              1.8868,              1.8753,              1.5189,             0.43295,             0.63025,             0.52969,             0.27098,                   0,                   0,                   0,           0.0093664,           0.0093664,           0.0093664
                  82,              1.8689,              1.8751,              1.5281,             0.48858,             0.55332,             0.53003,             0.32602,                   0,                   0,                   0,           0.0093585,           0.0093585,           0.0093585
                  83,              1.8663,              1.8483,              1.5266,              0.4174,             0.63738,             0.50566,             0.26262,                   0,                   0,                   0,           0.0093506,           0.0093506,           0.0093506
                  84,              1.8604,              1.8681,              1.5029,             0.47593,             0.58861,             0.52366,              0.2929,                   0,                   0,                   0,           0.0093426,           0.0093426,           0.0093426
                  85,              1.8495,              1.8472,              1.5075,             0.47716,             0.64517,             0.57834,             0.30737,                   0,                   0,                   0,           0.0093347,           0.0093347,           0.0093347
                  86,              1.8897,              1.8809,              1.5198,             0.51743,             0.59506,             0.58747,             0.33629,                   0,                   0,                   0,           0.0093268,           0.0093268,           0.0093268
                  87,              1.8794,              1.8641,              1.5285,             0.54476,             0.57078,             0.58649,             0.29705,                   0,                   0,                   0,           0.0093189,           0.0093189,           0.0093189
                  88,              1.8766,              1.8511,              1.5139,             0.53415,             0.57798,             0.57612,             0.32177,                   0,                   0,                   0,            0.009311,            0.009311,            0.009311
                  89,              1.8762,              1.8377,                1.52,             0.54431,             0.61929,             0.60276,             0.33729,                   0,                   0,                   0,            0.009303,            0.009303,            0.009303
                  90,              1.8799,              1.8754,              1.5317,             0.54758,             0.60692,             0.58121,             0.28523,                   0,                   0,                   0,           0.0092951,           0.0092951,           0.0092951
                  91,              1.8569,              1.8355,              1.5168,             0.48426,              0.5901,             0.55996,              0.3111,                   0,                   0,                   0,           0.0092872,           0.0092872,           0.0092872
                  92,              1.8626,              1.8176,               1.511,             0.48175,             0.62279,             0.54923,             0.31397,                   0,                   0,                   0,           0.0092793,           0.0092793,           0.0092793
